age,gender,city,income,spending_score,membership_years,recommend
37,Female,Chennai,21515,75,3.6,Yes
58,Female,Delhi,117206,14,6.3,Yes
37,Female,Hyderabad,134210,3,9.3,Yes
39,Female,Delhi,124630,62,8.5,Yes
45,Female,Mumbai,34605,64,10.0,Yes
57,Male,Mumbai,76240,45,0.7,No
24,Male,Chennai,25586,82,1.6,No
18,Female,Chennai,121221,58,6.3,Yes
49,Male,Mumbai,140419,20,8.3,Yes
30,Male,Hyderabad,142374,58,3.2,Yes
47,Female,Delhi,134205,89,2.8,Yes
40,Male,Bangalore,51186,57,8.0,Yes
36,Female,Chennai,46928,77,1.0,No
49,Female,Bangalore,118264,68,4.0,Yes
47,Male,Hyderabad,103087,78,5.3,Yes
46,Female,Chennai,142990,97,5.8,Yes
62,Female,Bangalore,107029,92,7.4,Yes
46,Female,Hyderabad,40711,52,3.9,Yes
47,Female,Delhi,74962,37,6.3,Yes
33,Female,Hyderabad,40039,8,6.1,No
57,Male,Chennai,56561,44,5.7,No
36,Male,Mumbai,95483,98,6.6,Yes
35,Female,Delhi,117871,5,3.0,No
18,Female,Bangalore,101395,69,1.3,Yes
31,Male,Chennai,108658,31,1.6,No
64,Female,Mumbai,21577,45,2.6,No
19,Male,Hyderabad,127792,9,5.3,Yes
45,Female,Mumbai,48350,32,8.5,No
47,Female,Chennai,136908,33,7.2,Yes
55,Female,Chennai,127468,67,8.0,Yes
21,Female,Mumbai,53798,30,3.8,No
18,Female,Hyderabad,117434,76,4.3,No
25,Female,Mumbai,101417,29,4.2,Yes
46,Female,Chennai,30785,3,2.3,No
56,Male,Chennai,92227,90,1.1,Yes
20,Male,Bangalore,138680,57,6.1,Yes
49,Male,Bangalore,81957,30,9.9,Yes
27,Female,Delhi,85431,9,2.1,No
27,Female,Chennai,37297,26,0.9,No
36,Female,Bangalore,91894,2,7.9,Yes
63,Female,Mumbai,136869,62,2.9,No
51,Female,Hyderabad,83772,3,8.4,Yes
50,Female,Mumbai,39581,46,7.2,No
40,Female,Hyderabad,75192,68,9.5,Yes
45,Male,Bangalore,21462,25,4.4,No
49,Female,Delhi,148848,51,6.8,Yes
24,Male,Mumbai,84173,13,4.9,Yes
46,Male,Mumbai,35511,44,6.5,No
25,Female,Mumbai,96106,35,4.8,Yes
18,Female,Hyderabad,68665,55,2.3,Yes
20,Male,Bangalore,64414,87,5.3,Yes
41,Male,Mumbai,101010,9,5.5,Yes
40,Female,Mumbai,92573,2,8.2,Yes
25,Female,Delhi,113665,61,7.5,Yes
64,Male,Delhi,127803,41,6.8,Yes
54,Female,Bangalore,139682,44,1.6,No
20,Female,Bangalore,33386,64,7.3,Yes
50,Female,Chennai,144069,31,5.3,Yes
45,Male,Delhi,74460,47,9.0,Yes
64,Male,Chennai,26221,2,9.2,No
25,Male,Hyderabad,43474,96,1.0,No
51,Female,Chennai,126073,82,8.3,Yes
52,Female,Mumbai,135375,77,0.9,Yes
49,Male,Chennai,132660,69,4.0,Yes
41,Male,Bangalore,41045,58,5.7,Yes
31,Male,Hyderabad,111319,44,1.9,No
49,Female,Mumbai,136582,74,7.6,Yes
63,Male,Chennai,125693,56,0.6,Yes
60,Male,Hyderabad,24922,43,2.1,No
33,Female,Hyderabad,131943,89,6.0,Yes
21,Female,Mumbai,42706,34,7.3,No
54,Female,Chennai,62771,30,9.2,Yes
38,Male,Hyderabad,72335,71,7.2,Yes
31,Female,Hyderabad,118015,70,6.9,Yes
48,Female,Delhi,72949,55,4.2,Yes
35,Male,Hyderabad,90714,67,0.5,Yes
24,Female,Delhi,115558,13,1.6,No
27,Male,Chennai,35240,3,5.6,No
24,Male,Chennai,111756,26,6.9,Yes
50,Female,Chennai,122272,57,4.5,Yes
40,Female,Bangalore,22716,24,7.4,No
38,Female,Chennai,36574,53,5.5,Yes
36,Female,Hyderabad,131815,70,1.2,Yes
36,Female,Mumbai,103255,43,2.3,No
53,Female,Delhi,93717,60,8.5,Yes
46,Male,Bangalore,131299,58,7.4,Yes
35,Male,Chennai,64066,49,9.0,Yes
19,Female,Chennai,135066,42,1.6,No
18,Male,Mumbai,81826,76,9.9,Yes
64,Female,Mumbai,40213,66,2.5,No
22,Male,Bangalore,91916,11,0.6,No
37,Male,Delhi,86151,98,10.0,Yes
28,Male,Chennai,148518,90,3.2,Yes
59,Female,Bangalore,137018,18,6.8,No
19,Male,Hyderabad,149024,85,2.2,Yes
20,Female,Hyderabad,70906,52,6.0,Yes
40,Male,Bangalore,20463,46,9.1,Yes
29,Male,Chennai,51973,44,3.5,No
37,Male,Bangalore,94694,22,6.9,Yes
22,Male,Chennai,40651,53,2.3,No
54,Male,Mumbai,88694,59,6.4,Yes
55,Female,Bangalore,40008,94,3.7,Yes
47,Female,Chennai,131738,30,2.5,No
26,Male,Bangalore,90474,8,3.5,Yes
51,Male,Bangalore,58185,98,2.2,No
61,Male,Chennai,107924,57,9.1,Yes
52,Male,Chennai,94417,73,4.3,Yes
39,Female,Delhi,145502,20,2.8,No
61,Male,Bangalore,91139,25,4.8,Yes
41,Female,Hyderabad,54980,19,3.5,No
34,Male,Bangalore,42504,5,7.6,No
27,Female,Bangalore,74970,75,9.7,Yes
47,Male,Chennai,36766,79,4.7,Yes
63,Male,Bangalore,136944,72,8.7,Yes
40,Female,Bangalore,113922,83,5.9,Yes
49,Male,Hyderabad,31695,87,2.0,No
34,Male,Chennai,37796,27,7.1,No
34,Male,Bangalore,62543,40,5.4,Yes
31,Female,Mumbai,34559,96,6.7,Yes
26,Male,Delhi,124450,26,9.0,Yes
57,Male,Hyderabad,53139,27,4.7,No
19,Female,Bangalore,140494,62,9.1,No
62,Female,Mumbai,123869,83,7.6,Yes
42,Female,Bangalore,28802,50,5.1,No
56,Male,Bangalore,93843,42,6.2,Yes
26,Male,Chennai,60205,29,3.6,Yes
39,Male,Chennai,118750,39,9.8,Yes
60,Female,Chennai,54159,60,6.8,Yes
63,Male,Mumbai,31516,41,0.9,No
21,Male,Bangalore,70492,33,3.6,Yes
43,Female,Delhi,49086,83,6.4,No
46,Female,Hyderabad,133758,83,1.0,Yes
62,Female,Chennai,50480,97,0.7,Yes
51,Female,Chennai,72091,16,4.8,Yes
40,Female,Bangalore,148023,23,3.7,Yes
54,Male,Bangalore,130195,7,4.7,Yes
28,Female,Mumbai,67766,26,3.0,No
23,Male,Mumbai,58737,96,2.1,No
35,Male,Chennai,29265,12,7.0,No
38,Female,Bangalore,134165,72,5.4,Yes
59,Female,Delhi,139501,5,2.4,No
53,Female,Hyderabad,138257,92,3.5,Yes
58,Male,Bangalore,90990,69,6.1,Yes
55,Female,Bangalore,121454,49,1.2,No
51,Female,Mumbai,111717,26,1.9,No
34,Female,Hyderabad,35386,5,1.2,No
54,Female,Chennai,124718,22,8.2,Yes
42,Female,Bangalore,57425,79,7.6,Yes
55,Male,Chennai,141635,13,7.7,Yes
29,Male,Bangalore,63254,28,7.3,Yes
40,Male,Chennai,109863,33,6.9,Yes
59,Female,Hyderabad,138350,23,5.0,Yes
39,Female,Mumbai,73634,97,6.6,Yes
38,Female,Hyderabad,106717,18,0.9,No
44,Male,Delhi,67662,30,6.4,Yes
48,Female,Mumbai,106988,26,7.9,Yes
23,Female,Hyderabad,123784,16,5.3,No
44,Female,Delhi,126337,77,3.9,Yes
57,Male,Bangalore,119287,39,3.1,Yes
51,Female,Bangalore,107527,33,6.6,No
29,Male,Chennai,126847,26,7.1,Yes
62,Female,Mumbai,95452,48,8.8,Yes
24,Male,Bangalore,30143,65,3.8,Yes
27,Male,Mumbai,111391,38,7.8,Yes
62,Male,Bangalore,35581,2,5.8,No
34,Female,Chennai,87443,6,8.9,Yes
43,Female,Hyderabad,49424,46,5.5,No
38,Male,Chennai,108844,50,5.4,Yes
45,Male,Delhi,61984,38,6.0,Yes
63,Female,Bangalore,61505,88,7.6,Yes
19,Female,Delhi,132061,18,9.7,Yes
60,Male,Delhi,122478,27,1.2,No
18,Female,Mumbai,82699,41,1.0,No
53,Female,Bangalore,46957,72,9.4,Yes
43,Female,Delhi,45464,92,5.5,No
46,Female,Hyderabad,134012,74,6.3,Yes
38,Male,Delhi,43649,17,5.1,No
28,Female,Hyderabad,62065,62,1.4,Yes
57,Female,Mumbai,112661,29,7.8,Yes
28,Male,Delhi,54758,58,7.6,Yes
53,Male,Chennai,25596,70,3.5,Yes
56,Female,Mumbai,36374,78,3.4,Yes
57,Female,Hyderabad,138686,22,8.5,Yes
52,Female,Mumbai,23775,6,1.2,No
51,Female,Delhi,47388,26,8.9,No
64,Male,Bangalore,143800,39,2.9,No
41,Male,Bangalore,41029,12,6.1,No
39,Male,Hyderabad,103981,99,9.4,Yes
22,Female,Hyderabad,73639,14,6.9,Yes
50,Female,Bangalore,134010,22,4.4,Yes
53,Female,Hyderabad,34645,51,7.1,Yes
64,Female,Mumbai,51105,23,3.8,No
37,Male,Chennai,33668,48,3.1,No
36,Male,Chennai,147949,71,10.0,Yes
52,Female,Mumbai,35960,50,7.6,No
60,Male,Chennai,146519,89,6.6,Yes
34,Female,Delhi,31357,13,3.9,No
62,Female,Mumbai,84604,85,1.0,Yes
60,Male,Hyderabad,122739,10,0.8,No
51,Female,Mumbai,71796,55,5.8,No
26,Female,Bangalore,35804,9,7.7,No
43,Male,Hyderabad,147732,79,5.6,Yes
19,Female,Bangalore,135733,52,8.5,Yes
26,Female,Hyderabad,34626,2,0.8,No
26,Male,Chennai,48132,25,4.0,No
57,Female,Mumbai,27951,13,2.8,No
34,Male,Delhi,26449,98,4.7,Yes
18,Female,Hyderabad,39065,51,1.2,No
42,Male,Hyderabad,121503,58,9.6,Yes
60,Male,Bangalore,125072,34,2.6,No
57,Male,Chennai,29130,35,9.3,No
59,Female,Bangalore,109360,3,4.5,Yes
42,Male,Bangalore,82287,59,9.9,Yes
56,Male,Chennai,126937,70,5.8,Yes
52,Male,Delhi,71702,48,9.3,Yes
20,Male,Bangalore,56993,64,0.6,No
54,Male,Bangalore,51875,19,7.6,No
61,Female,Hyderabad,135284,67,9.1,Yes
61,Female,Chennai,26054,82,1.8,No
47,Female,Mumbai,119809,73,1.4,Yes
55,Female,Delhi,127357,76,4.5,Yes
51,Female,Delhi,68517,5,9.4,Yes
29,Female,Chennai,96368,67,5.7,Yes
36,Female,Hyderabad,49670,11,5.5,No
54,Male,Hyderabad,69112,94,1.8,Yes
61,Female,Chennai,108388,68,0.5,Yes
34,Male,Hyderabad,109156,69,8.2,Yes
27,Male,Delhi,48307,1,1.3,No
64,Female,Delhi,133087,91,6.5,Yes
29,Male,Mumbai,87087,92,9.2,Yes
33,Male,Chennai,67922,63,2.5,No
41,Male,Bangalore,83080,29,6.8,Yes
36,Male,Bangalore,113348,82,1.2,Yes
25,Female,Mumbai,99335,12,6.2,No
48,Female,Mumbai,46312,77,2.1,Yes
38,Female,Hyderabad,125156,41,7.5,Yes
34,Female,Mumbai,86985,2,3.4,Yes
40,Female,Mumbai,140641,37,4.9,Yes
54,Female,Bangalore,77608,45,6.2,Yes
33,Female,Hyderabad,109962,80,2.1,Yes
23,Female,Mumbai,120963,48,7.5,Yes
25,Female,Mumbai,60277,24,3.4,No
42,Female,Hyderabad,51551,99,6.8,Yes
35,Male,Chennai,109813,22,2.0,No
42,Female,Hyderabad,76597,11,7.0,Yes
29,Male,Bangalore,121025,58,1.7,Yes
32,Male,Chennai,144342,46,4.5,Yes
43,Male,Delhi,65212,29,2.8,No
58,Male,Hyderabad,29637,35,7.6,No
62,Female,Bangalore,63258,15,3.0,No
43,Male,Chennai,55693,60,8.9,Yes
64,Female,Hyderabad,29824,95,9.0,Yes
49,Female,Mumbai,149553,42,2.4,No
27,Male,Hyderabad,46950,43,6.3,No
33,Female,Delhi,43488,80,1.3,No
24,Male,Hyderabad,147870,74,4.2,Yes
34,Male,Chennai,124544,49,7.3,Yes
40,Female,Chennai,135200,64,6.8,Yes
43,Female,Hyderabad,20215,32,6.4,No
38,Male,Chennai,125603,64,3.2,Yes
39,Female,Mumbai,31523,2,4.1,No
24,Female,Hyderabad,95900,24,1.5,No
31,Female,Mumbai,88689,87,7.3,Yes
32,Male,Mumbai,43834,66,5.3,Yes
24,Male,Bangalore,54474,38,7.2,No
26,Female,Hyderabad,63066,31,2.9,No
25,Female,Chennai,119871,26,3.6,Yes
40,Female,Mumbai,30400,29,3.7,No
46,Female,Bangalore,145211,67,0.7,Yes
35,Female,Hyderabad,30345,78,3.7,Yes
48,Male,Hyderabad,53896,25,8.1,No
47,Female,Delhi,105430,48,9.0,Yes
56,Male,Delhi,48899,65,5.4,Yes
52,Female,Mumbai,126171,53,4.8,Yes
35,Male,Delhi,48229,67,0.8,No
59,Female,Mumbai,137053,90,8.9,Yes
56,Male,Chennai,25583,18,0.6,No
34,Female,Mumbai,24897,9,9.5,No
31,Male,Delhi,140406,38,5.1,Yes
48,Male,Chennai,91537,87,3.7,Yes
41,Male,Delhi,129417,21,9.3,Yes
52,Male,Mumbai,24567,65,0.7,No
61,Male,Bangalore,94807,21,6.0,No
62,Male,Hyderabad,149648,27,5.7,Yes
51,Female,Delhi,132652,70,2.6,Yes
20,Male,Mumbai,97239,44,4.6,No
54,Female,Chennai,33329,28,6.7,No
60,Female,Delhi,121045,45,7.4,Yes
57,Female,Delhi,137708,17,0.5,No
43,Female,Hyderabad,91792,40,9.4,Yes
40,Female,Mumbai,20228,3,2.1,No
61,Male,Bangalore,110282,76,2.7,Yes
56,Male,Chennai,102214,76,3.0,Yes
32,Male,Mumbai,57052,66,0.9,No
21,Female,Chennai,77769,46,1.7,No
46,Male,Delhi,66032,86,9.9,Yes
39,Male,Hyderabad,131694,87,3.5,Yes
42,Male,Hyderabad,108721,30,1.6,No
30,Male,Bangalore,53686,69,1.5,No
35,Male,Hyderabad,96981,9,7.3,Yes
50,Female,Delhi,118802,85,8.6,Yes
33,Male,Bangalore,83261,11,2.9,No
62,Female,Mumbai,22809,69,0.7,No
59,Female,Hyderabad,123265,99,2.6,Yes
61,Female,Bangalore,61785,91,1.0,Yes
19,Female,Delhi,56547,66,1.5,No
52,Female,Chennai,62818,88,4.6,Yes
59,Male,Chennai,120422,31,2.7,No
51,Male,Delhi,91927,33,5.4,Yes
47,Male,Delhi,85681,39,2.9,No
30,Female,Chennai,99465,94,9.4,Yes
30,Male,Bangalore,109862,46,9.1,Yes
35,Male,Chennai,115527,37,5.9,Yes
49,Female,Delhi,133221,92,3.9,Yes
49,Female,Hyderabad,57333,60,4.1,Yes
52,Female,Mumbai,146457,31,4.4,Yes
56,Female,Hyderabad,36576,11,7.4,No
63,Male,Hyderabad,139875,87,4.8,Yes
46,Female,Delhi,59405,2,8.6,No
46,Female,Chennai,114000,27,9.5,Yes
61,Male,Bangalore,93779,99,3.7,Yes
33,Male,Hyderabad,51601,2,5.8,No
61,Female,Chennai,87946,21,1.4,No
64,Male,Bangalore,87356,58,2.4,Yes
27,Female,Hyderabad,72116,5,4.4,Yes
47,Female,Bangalore,120825,52,2.5,Yes
42,Male,Chennai,144749,45,8.8,Yes
56,Male,Mumbai,137256,85,2.0,Yes
37,Female,Chennai,124186,93,4.8,No
22,Female,Delhi,82894,20,6.3,Yes
18,Female,Bangalore,54635,61,7.1,Yes
47,Male,Mumbai,27465,38,4.1,No
20,Female,Bangalore,76754,20,8.8,Yes
62,Female,Bangalore,117975,25,5.9,Yes
31,Female,Hyderabad,112850,2,4.7,Yes
47,Female,Delhi,129765,32,1.1,No
21,Female,Bangalore,105119,26,4.9,Yes
35,Male,Chennai,112691,70,8.3,Yes
54,Female,Chennai,58871,41,6.3,No
42,Female,Hyderabad,82874,67,8.4,Yes
18,Female,Delhi,97733,97,5.2,Yes
63,Female,Delhi,49511,1,1.6,No
32,Male,Chennai,100960,51,0.6,Yes
26,Male,Mumbai,68821,5,3.4,Yes
32,Male,Hyderabad,85776,13,7.1,Yes
41,Female,Hyderabad,138128,19,8.0,Yes
21,Female,Chennai,90167,12,3.3,Yes
29,Male,Chennai,95135,48,5.2,Yes
54,Male,Mumbai,64462,25,4.5,Yes
54,Male,Mumbai,81382,57,4.4,Yes
60,Female,Delhi,110194,35,2.7,No
23,Female,Hyderabad,123381,76,1.8,Yes
56,Male,Hyderabad,52574,94,2.4,No
63,Male,Chennai,122072,5,1.0,No
41,Male,Delhi,61910,98,2.4,Yes
28,Female,Hyderabad,93531,22,0.6,No
30,Female,Delhi,45186,77,6.5,Yes
51,Female,Delhi,114781,57,3.5,Yes
42,Male,Chennai,42813,47,9.7,Yes
24,Male,Delhi,98812,54,2.3,Yes
21,Female,Mumbai,105525,3,3.8,Yes
25,Male,Mumbai,98282,53,3.9,Yes
37,Female,Bangalore,129779,84,0.6,Yes
46,Male,Chennai,38557,31,8.5,No
62,Male,Bangalore,48060,69,0.8,No
63,Male,Mumbai,78866,88,9.4,Yes
27,Male,Bangalore,92104,33,9.0,Yes
60,Female,Chennai,120905,72,5.6,Yes
51,Male,Chennai,104577,88,5.7,Yes
43,Female,Delhi,26080,50,6.7,No
58,Female,Hyderabad,33854,84,4.2,Yes
20,Female,Delhi,142013,16,6.6,Yes
23,Male,Chennai,87695,76,0.9,Yes
22,Female,Mumbai,47025,77,1.0,No
22,Female,Mumbai,72982,39,4.8,Yes
64,Female,Delhi,61081,89,5.7,Yes
40,Male,Chennai,24368,46,8.9,No
26,Male,Mumbai,119621,96,1.5,Yes
52,Female,Chennai,139181,88,8.3,Yes
37,Male,Mumbai,47094,47,2.5,No
59,Female,Chennai,66040,44,4.2,Yes
52,Female,Bangalore,86766,9,3.5,Yes
35,Male,Chennai,103053,87,4.3,Yes
34,Female,Chennai,43991,50,1.9,No
41,Male,Delhi,21301,77,5.3,Yes
20,Male,Bangalore,48610,60,8.1,Yes
49,Female,Hyderabad,101463,96,4.7,Yes
52,Male,Delhi,54678,15,5.2,No
55,Male,Hyderabad,44466,36,8.6,No
30,Female,Mumbai,100440,63,7.2,Yes
64,Female,Hyderabad,60875,69,5.2,Yes
42,Male,Chennai,46081,86,2.9,No
26,Male,Hyderabad,44354,80,8.9,No
21,Female,Delhi,113297,41,6.0,No
31,Male,Delhi,38300,74,2.6,No
54,Male,Hyderabad,84384,24,3.1,Yes
51,Male,Delhi,115027,82,8.1,Yes
28,Male,Delhi,141684,49,0.9,No
58,Male,Hyderabad,80892,18,9.9,Yes
20,Male,Bangalore,55525,7,1.7,No
45,Male,Bangalore,46532,4,8.1,Yes
46,Female,Mumbai,26464,90,4.3,Yes
26,Female,Delhi,36562,69,5.2,No
20,Female,Hyderabad,127392,60,8.9,Yes
42,Female,Delhi,75514,55,4.4,Yes
51,Female,Chennai,133428,16,5.6,Yes
29,Male,Delhi,132564,99,1.0,Yes
59,Male,Delhi,128047,90,0.5,Yes
26,Male,Bangalore,94219,82,2.8,Yes
32,Male,Hyderabad,52634,29,7.0,No
57,Female,Delhi,20060,23,1.7,No
42,Male,Bangalore,29269,14,1.6,Yes
22,Male,Mumbai,83143,79,4.4,Yes
28,Female,Bangalore,43065,49,6.7,No
51,Male,Bangalore,22895,33,7.3,No
41,Male,Bangalore,100859,25,2.2,No
32,Female,Delhi,32352,21,1.3,No
55,Male,Delhi,130179,17,9.4,Yes
25,Male,Mumbai,69737,23,3.0,No
22,Male,Chennai,124127,57,8.6,Yes
43,Male,Chennai,116426,81,8.7,Yes
35,Male,Chennai,52016,58,7.8,Yes
23,Female,Mumbai,81304,14,2.1,No
54,Female,Chennai,31962,93,8.3,Yes
30,Female,Chennai,53302,20,7.8,No
45,Female,Bangalore,105382,30,6.2,Yes
22,Female,Delhi,24011,19,3.7,Yes
30,Female,Delhi,149716,53,3.0,Yes
34,Male,Bangalore,39782,56,1.7,No
57,Female,Bangalore,87691,77,5.3,Yes
62,Female,Bangalore,140654,82,6.1,Yes
49,Male,Delhi,142017,23,3.9,Yes
46,Male,Chennai,59725,62,5.0,Yes
20,Female,Bangalore,29196,33,4.0,No
57,Male,Mumbai,63459,18,6.6,Yes
51,Female,Bangalore,107245,73,9.1,No
57,Male,Hyderabad,149613,33,2.1,No
44,Female,Bangalore,98863,32,4.1,Yes
30,Male,Delhi,143206,61,1.8,Yes
62,Male,Bangalore,139391,54,6.4,Yes
50,Female,Hyderabad,121010,17,7.4,Yes
23,Female,Mumbai,52769,19,9.4,No
41,Female,Chennai,127529,91,3.1,Yes
36,Female,Bangalore,145361,70,9.5,Yes
33,Female,Hyderabad,44700,99,1.1,No
57,Male,Hyderabad,135792,34,6.2,Yes
45,Female,Mumbai,100356,84,1.0,Yes
50,Female,Delhi,96427,25,9.0,Yes
58,Male,Bangalore,120165,68,5.5,Yes
30,Male,Hyderabad,25269,74,6.9,Yes
60,Female,Mumbai,141631,74,8.4,Yes
62,Male,Chennai,63880,88,1.9,Yes
42,Male,Hyderabad,134003,85,0.9,Yes
59,Female,Mumbai,28320,11,8.8,No
53,Male,Delhi,69589,91,3.5,Yes
44,Male,Delhi,139534,16,1.7,No
55,Female,Hyderabad,96276,90,5.0,Yes
24,Female,Hyderabad,55897,61,6.2,Yes
22,Male,Bangalore,78565,94,0.8,Yes
60,Male,Mumbai,50930,80,3.1,Yes
62,Female,Hyderabad,77233,7,0.8,No
48,Male,Bangalore,102821,16,4.5,Yes
40,Male,Bangalore,34380,99,9.0,Yes
59,Male,Hyderabad,96896,16,9.8,Yes
27,Female,Delhi,90934,40,6.6,Yes
49,Male,Mumbai,75830,12,2.0,No
60,Male,Mumbai,25529,35,9.1,No
47,Female,Delhi,141292,21,5.4,Yes
56,Male,Hyderabad,114598,50,2.0,No
48,Male,Mumbai,122222,43,9.3,Yes
35,Female,Hyderabad,102987,17,7.7,Yes
53,Female,Hyderabad,69178,32,7.5,Yes
19,Female,Bangalore,26937,41,7.2,No
31,Female,Delhi,141952,6,2.4,No
30,Male,Hyderabad,59886,88,2.5,No
46,Male,Chennai,69699,27,7.0,Yes
29,Female,Delhi,96396,20,2.6,No
56,Female,Mumbai,110678,25,4.7,Yes
19,Male,Bangalore,45279,66,7.9,Yes
49,Female,Mumbai,58106,9,7.9,No
30,Male,Mumbai,130776,92,4.8,Yes
63,Female,Delhi,121444,53,8.0,No
44,Male,Mumbai,126300,61,8.5,Yes
58,Female,Hyderabad,133793,38,6.7,Yes
34,Female,Mumbai,136278,3,2.7,No
57,Male,Bangalore,99737,84,3.1,Yes
48,Female,Bangalore,60544,70,3.5,Yes
51,Male,Chennai,123247,97,1.6,Yes
41,Male,Bangalore,131190,55,3.1,Yes
62,Male,Mumbai,28997,1,2.5,No
52,Male,Bangalore,126102,70,4.8,Yes
23,Male,Delhi,105711,45,9.1,Yes
36,Female,Bangalore,136045,98,1.5,Yes
47,Female,Hyderabad,60860,47,7.3,Yes
24,Male,Delhi,23225,79,7.0,Yes
27,Female,Chennai,130114,26,1.4,No
58,Male,Hyderabad,79470,14,9.3,Yes
49,Female,Mumbai,133218,54,5.9,Yes
51,Female,Mumbai,148854,71,4.0,Yes
45,Female,Mumbai,120764,46,7.7,No
32,Female,Hyderabad,127041,31,2.9,No
47,Male,Hyderabad,132224,88,7.1,Yes
54,Male,Hyderabad,83656,59,0.9,Yes
46,Female,Delhi,71880,95,8.5,Yes
39,Female,Delhi,81078,29,4.8,Yes
21,Male,Mumbai,108646,96,6.5,Yes
37,Female,Bangalore,96290,17,2.6,No
49,Male,Mumbai,76633,14,6.9,Yes
53,Male,Chennai,46655,36,7.8,Yes
21,Male,Delhi,141118,58,5.0,No
44,Female,Hyderabad,63601,24,6.4,Yes
34,Male,Delhi,23114,63,4.8,Yes
29,Female,Hyderabad,46502,91,9.0,Yes
39,Male,Chennai,69768,25,5.2,Yes
34,Female,Chennai,68128,59,8.5,No
27,Female,Delhi,40028,32,8.1,No
18,Female,Hyderabad,75565,82,4.4,No
39,Male,Chennai,103123,18,2.7,No
43,Male,Mumbai,128255,37,4.4,Yes
35,Female,Mumbai,55333,26,8.3,No
31,Female,Hyderabad,23174,9,2.7,No
64,Female,Delhi,137769,99,5.5,Yes
46,Male,Chennai,55398,64,8.2,Yes
29,Male,Delhi,55929,72,3.9,No
53,Male,Mumbai,24321,20,6.6,No
52,Male,Chennai,143549,54,2.8,Yes
29,Female,Delhi,115971,86,1.5,Yes
24,Female,Bangalore,131508,83,8.0,Yes
46,Male,Hyderabad,75421,30,1.4,No
28,Male,Hyderabad,92635,53,3.1,Yes
50,Female,Bangalore,43760,92,8.6,Yes
23,Male,Mumbai,31360,99,3.8,Yes
64,Male,Chennai,30313,63,9.7,Yes
32,Male,Hyderabad,131806,11,9.8,Yes
49,Male,Bangalore,105998,31,3.0,No
28,Male,Bangalore,25801,49,0.9,No
40,Male,Mumbai,34130,94,7.2,Yes
43,Female,Mumbai,34271,87,4.8,Yes
51,Male,Delhi,36075,19,1.5,No
63,Male,Hyderabad,122455,12,7.2,Yes
51,Female,Delhi,127215,15,0.8,Yes
46,Female,Bangalore,38984,31,8.8,No
21,Female,Chennai,108095,43,1.8,No
34,Male,Chennai,80942,37,1.7,No
52,Female,Mumbai,32861,79,2.2,No
30,Male,Chennai,118970,29,9.6,Yes
58,Male,Chennai,102203,26,7.1,Yes
56,Male,Chennai,91376,2,8.1,Yes
32,Female,Bangalore,81247,84,4.3,Yes
46,Female,Chennai,89101,15,3.7,Yes
46,Female,Chennai,128730,4,2.7,No
28,Female,Chennai,40977,86,5.1,Yes
49,Female,Delhi,70617,50,5.7,Yes
19,Male,Bangalore,77473,38,6.5,Yes
64,Male,Mumbai,106654,23,2.9,Yes
31,Male,Delhi,108177,59,9.5,Yes
37,Male,Hyderabad,92902,90,2.1,Yes
39,Female,Bangalore,112172,75,9.7,Yes
28,Female,Bangalore,35630,28,0.6,No
44,Male,Hyderabad,40056,66,5.1,Yes
20,Female,Hyderabad,27382,8,3.7,No
34,Female,Hyderabad,75739,29,4.8,Yes
61,Male,Mumbai,101685,11,5.9,Yes
45,Male,Chennai,68639,18,4.6,Yes
46,Female,Bangalore,79838,55,4.4,Yes
38,Female,Chennai,66041,50,7.5,Yes
64,Male,Chennai,20992,14,7.0,No
33,Male,Hyderabad,92394,74,8.4,Yes
54,Male,Mumbai,87657,99,2.9,Yes
37,Female,Delhi,47160,9,6.3,No
23,Male,Mumbai,65156,99,6.1,Yes
36,Male,Chennai,71375,11,4.0,Yes
22,Female,Mumbai,106442,63,5.1,Yes
20,Female,Hyderabad,39572,76,3.5,Yes
18,Female,Delhi,137925,67,1.8,Yes
55,Female,Hyderabad,24136,53,2.5,No
32,Female,Delhi,81868,39,1.5,No
51,Male,Chennai,102263,78,7.0,No
52,Male,Delhi,52167,56,6.8,Yes
42,Female,Delhi,130957,28,9.5,Yes
41,Female,Delhi,35479,75,7.4,Yes
29,Female,Mumbai,139392,39,1.0,No
35,Female,Mumbai,51376,25,8.9,No
32,Female,Chennai,24823,21,8.7,No
61,Male,Delhi,145156,10,4.7,Yes
33,Male,Bangalore,90456,43,6.1,Yes
44,Male,Chennai,39585,15,9.8,No
25,Male,Delhi,123775,83,5.6,Yes
63,Female,Delhi,37272,48,9.1,No
42,Male,Mumbai,46619,86,1.3,No
34,Female,Chennai,95069,21,2.3,No
46,Female,Delhi,59895,60,4.7,Yes
25,Female,Delhi,23720,96,6.1,Yes
32,Male,Chennai,39267,50,8.3,No
44,Female,Bangalore,35696,23,9.9,No
63,Male,Chennai,49968,13,4.2,No
24,Male,Chennai,73364,69,1.0,Yes
20,Female,Bangalore,43345,4,8.1,No
46,Female,Chennai,71567,92,6.2,Yes
61,Female,Delhi,111229,78,2.4,Yes
41,Male,Chennai,81607,72,5.2,Yes
20,Female,Bangalore,39385,9,7.6,No
37,Male,Hyderabad,103658,35,7.8,Yes
63,Female,Chennai,86900,21,5.2,Yes
32,Female,Mumbai,88244,58,3.4,No
